Feature dims,kernel,stride,padding,input channels,output channels,mean time,std deviation
112,3,1,1,56,224,10122.73075,27.58136077303135
112,3,1,1,56,336,15094.2829,16.00528681372126
112,3,1,1,56,448,19026.103,36.90936980739408
112,3,1,1,64,64,3708.48185,19.156616683688977
112,3,1,1,64,128,6771.74085,19.72561190905974
112,3,1,1,64,256,12594.7836,16.111181910971812
112,3,1,1,64,384,18214.80315,34.28474729959955
112,3,1,1,64,512,23863.61955,26.67661608476945
112,3,1,1,72,72,5417.6785500000005,12.221017187723401
112,3,1,1,72,144,8855.1136,28.018089245868904
112,3,1,1,72,288,15178.95675,43.85777242150225
112,3,1,1,72,432,22781.91965,25.918032924211495
112,3,1,1,72,576,29146.6034,383.15974371319004
112,3,1,1,80,80,6052.36865,99.45657239549587
112,3,1,1,80,160,9701.7173,18.508536838585194
112,3,1,1,80,320,18104.95865,34.4579609184952
112,3,1,1,80,480,26469.37545,42.391514310339375
112,3,1,1,80,640,37777.00935,44.515725956085085
112,3,1,1,88,88,6687.312449999999,41.825204795138255
112,3,1,1,88,176,12168.2639,17.113399154494576
112,3,1,1,88,352,21325.2973,34.42603814296739
112,3,1,1,88,528,32063.48185,43.518881219021225
112,3,1,1,88,704,44285.70385,47.96188751199279
112,3,1,1,96,96,7210.73955,64.11816472032422
112,3,1,1,96,192,13128.95125,23.288335017376752
112,3,1,1,96,384,24804.7114,17.548379137627272
112,3,1,1,96,576,36484.925449999995,275.6676062527156
112,3,1,1,96,768,51532.90895,49.756245423882376
112,3,1,1,104,104,9577.3205,242.58173235720167
112,3,1,1,104,208,15992.83505,28.333817424404295
112,3,1,1,104,416,28564.435149999998,36.465216253987236
112,3,1,1,104,624,43075.45125,26.54956537432945
112,3,1,1,104,832,59134.0601,51.85240523366031
112,3,1,1,112,112,10311.62765,23.182693284510137
112,3,1,1,112,224,17101.29425,31.35599354589126
112,3,1,1,112,448,32579.8972,27.480105704615276
112,3,1,1,112,672,50889.947550000004,642.7430703312057
112,3,1,1,112,896,67432.53615,47.08232570975514
112,3,1,1,120,120,11024.1738,112.21852896145846
112,3,1,1,120,240,20334.1967,30.22443037659149
112,3,1,1,120,480,36949.06495,35.448749871024624
112,3,1,1,120,720,58693.54365,58.35964006894273
112,3,1,1,120,960,76085.17245,49.88882946952681
112,3,1,1,240,240,37589.7768,82.17406892982802
112,3,1,1,240,480,68424.03155,42.68426551524986
112,3,1,1,240,960,137248.66175,92.02230890723558
112,3,1,1,240,1440,203575.43,162.07394105648086
112,3,1,1,240,1920,269299.9003,198.4449067702708
112,3,1,1,360,360,79981.44589999999,76.24988384384324
112,3,1,1,360,720,152698.817,411.97654401127534
112,3,1,1,360,1440,294424.3516,151.82465466188899
112,3,1,1,360,2160,441458.27975,168.27225998922367
112,3,1,1,360,2880,580929.09885,187.17001753548905
56,3,1,1,3,3,150.2508,23.113738228708545
56,3,1,1,3,6,144.1219,6.037830264694687
56,3,1,1,3,12,159.22854999999998,6.748738139167391
56,3,1,1,3,18,179.69585,6.675686333924581
56,3,1,1,3,24,267.80944999999997,9.947244540310482
56,3,1,1,16,16,360.3896,9.767883633299698
56,3,1,1,16,32,418.3111,7.366955379831013
56,3,1,1,16,64,494.76795,17.13230824610255
56,3,1,1,16,96,600.3328,32.182956345180436
56,3,1,1,16,128,745.8051,27.26047932524491
56,3,1,1,24,24,417.47995,21.138871065994433
56,3,1,1,24,48,613.9391,14.920540151433064
56,3,1,1,24,96,708.2086,33.218464092635045
56,3,1,1,24,144,1111.42985,35.90587725425139
56,3,1,1,24,192,1322.93835,29.04884606508767
56,3,1,1,32,32,494.92085000000003,27.887296436823412
56,3,1,1,32,64,638.27365,21.392764451352527
56,3,1,1,32,128,1055.5887,38.14888446613514
56,3,1,1,32,192,1548.8375,26.15573712752537
56,3,1,1,32,256,2044.9412,39.14773296602174
56,3,1,1,40,40,737.38325,37.7803688843753
56,3,1,1,40,80,968.90275,27.172275301113004
56,3,1,1,40,160,1483.0673,36.68881964663292
56,3,1,1,40,240,2345.03155,37.07067614915144
56,3,1,1,40,320,2926.19735,27.76465481085245
56,3,1,1,48,48,830.18415,48.88471963418795
56,3,1,1,48,96,1083.6067,37.260271383733546
56,3,1,1,48,192,2000.0678,47.081483460061015
56,3,1,1,48,288,2958.60675,29.419470342784855
56,3,1,1,48,384,3905.42775,23.568481128907802
56,3,1,1,56,56,927.22,43.624600569427656
56,3,1,1,56,112,1532.5868,40.228307161944926
56,3,1,1,56,224,2583.2126,49.096771277056284
56,3,1,1,56,336,3961.07565,29.538111736810713
56,3,1,1,56,448,4941.88625,43.18572521694136
56,3,1,1,64,64,948.0210500000001,57.138465487450134
56,3,1,1,64,128,1679.9457499999999,30.17025326704051
56,3,1,1,64,256,3237.0635,33.142040372503175
56,3,1,1,64,384,4761.8942,31.21566429248398
56,3,1,1,64,512,6215.80565,238.88420664618303
56,3,1,1,72,72,1386.5409,70.19224162998432
56,3,1,1,72,144,2248.78785,41.563576421866266
56,3,1,1,72,288,3957.2332,42.534258772503705
56,3,1,1,72,432,5955.4671,26.400261184712846
56,3,1,1,72,576,7515.6516,10.266435892598766
56,3,1,1,80,80,1632.65045,62.51814288708521
56,3,1,1,80,160,2459.5912,57.33405495000797
56,3,1,1,80,320,4732.81755,53.93604928594901
56,3,1,1,80,480,6885.07,41.45119231349715
56,3,1,1,80,640,9078.88255,30.40173471240889
56,3,1,1,88,88,1713.15865,61.89054472149751
56,3,1,1,88,176,3126.44095,35.192542754448446
56,3,1,1,88,352,5528.09435,30.923301206414394
56,3,1,1,88,528,8334.49985,14.840778768312601
56,3,1,1,88,704,10763.5133,196.00810077730543
56,3,1,1,96,96,1802.2119,62.05447054755073
56,3,1,1,96,192,3349.3874,10.944410187757736
56,3,1,1,96,384,6485.9714,23.62315407748129
56,3,1,1,96,576,9441.0561,40.91807265860333
56,3,1,1,96,768,12586.1355,39.26443806523865
56,3,1,1,104,104,2400.36995,65.89787721880528
56,3,1,1,104,208,4139.8171,42.159897527963885
56,3,1,1,104,416,7427.714,51.36577899935451
56,3,1,1,104,624,11231.7139,36.372894405905484
56,3,1,1,104,832,14385.995149999999,49.35684281709109
56,3,1,1,112,112,2614.05425,44.33716403089667
56,3,1,1,112,224,4426.29145,41.41700328491463
56,3,1,1,112,448,8465.85695,39.09279632991366
56,3,1,1,112,672,12468.70605,58.52458456020639
56,3,1,1,112,896,16584.47295,40.75629299742678
56,3,1,1,120,120,2886.435,78.28502064420219
56,3,1,1,120,240,5302.911,43.78317529299173
56,3,1,1,120,480,9586.7288,31.324134993895335
56,3,1,1,120,720,14441.33225,61.64390922819706
56,3,1,1,120,960,18720.8135,76.19753426491378
56,3,1,1,240,240,9843.66135,24.97219308134746
56,3,1,1,240,480,17939.39505,21.97541175585755
56,3,1,1,240,960,34832.8978,28.899718684846643
56,3,1,1,240,1440,51601.06775,25.865122741018638
56,3,1,1,240,1920,68958.0448,203.1509771738595
56,3,1,1,360,360,20973.73945,43.3680913751535
56,3,1,1,360,720,39077.37405,49.33069430889183
56,3,1,1,360,1440,75340.40845,29.353118140603087
56,3,1,1,360,2160,113707.96889999999,1196.3481368018038
56,3,1,1,360,2880,150966.09345,500.6571391710101
28,3,1,1,3,3,136.10075,16.31043505462231
28,3,1,1,3,6,135.0746,3.1276383624574917
28,3,1,1,3,12,143.78775,4.166173984731391
28,3,1,1,3,18,164.29395,4.719967567629425
28,3,1,1,3,24,242.2363,5.641719289085735
28,3,1,1,16,16,310.5116,4.833940752636504
28,3,1,1,16,32,339.15135,5.598310997876719
28,3,1,1,16,64,358.1043,6.1321749906366385
28,3,1,1,16,96,375.284,6.717237049483018
28,3,1,1,16,128,392.56905,9.659973234543944
28,3,1,1,24,24,329.21835,6.373396328943419
28,3,1,1,24,48,423.0792,6.376540355495551
28,3,1,1,24,96,403.4852,7.071117507155439
28,3,1,1,24,144,507.1728,8.155795805502544
28,3,1,1,24,192,484.9875,12.401032510069047
28,3,1,1,32,32,357.2431,7.40896229611564
28,3,1,1,32,64,392.11935,7.008043313334959
28,3,1,1,32,128,462.92265,12.392867831199483
28,3,1,1,32,192,540.7021,11.98670970568741
28,3,1,1,32,256,617.85625,20.696057925872093
28,3,1,1,40,40,443.32435,8.118152150873794
28,3,1,1,40,80,504.42015,9.102929281425382
28,3,1,1,40,160,546.86965,14.242172163110663
28,3,1,1,40,240,729.6984,16.060978034059023
28,3,1,1,40,320,825.76275,38.50578139076206
28,3,1,1,48,48,477.4683,12.989471254989972
28,3,1,1,48,96,482.66255,9.659255100815564
28,3,1,1,48,192,650.24715,22.723532845407558
28,3,1,1,48,288,832.72115,32.65442467363023
28,3,1,1,48,384,1072.7191,46.34513561359064
28,3,1,1,56,56,513.27305,18.031441004023474
28,3,1,1,56,112,616.61295,9.743750928429092
28,3,1,1,56,224,775.04465,37.70893842980246
28,3,1,1,56,336,1162.54925,40.68418112327016
28,3,1,1,56,448,1392.4335,41.48975513811875
