39.854063,39.665677,37.575104,36.670052,37.846719,35.835521,34.228334,34.766198,35.879688,34.524844,33.924636,33.42776,33.457761,33.896354,34.884219,33.72599,37.314375,35.222396,33.410885,32.77125,32.351145,33.695365,32.865417,32.253437,32.113437,32.840209,32.381822,32.706354,32.652656,32.773177
30.126042,25.539167,24.242292,23.675052,23.46125,23.922761,24.121145,24.037969,23.647552,23.611198,23.735157,23.277969,23.456041,23.851823,23.790208,24.044219,23.532448,23.528333,23.686771,24.064375,23.83875,24.105261,24.985365,23.172865,24.525104,22.869218,25.378906,23.96026,26.259375,28.070885
66.158906,47.666875,64.374427,43.945521,46.030573,47.582448,97.231771,47.425365,48.94802,50.876302,46.712969,45.45526,50.454532,51.889531,52.661979,51.379844,46.516927,44.155104,45.107292,43.724531,43.323437,43.976094,43.411094,43.63823,42.872135,42.224947,43.526667,45.973385,44.594791,47.752917
39.937813,39.033906,38.221198,38.093333,38.303854,37.774688,38.933646,38.912864,39.000364,39.499479,40.311615,38.500052,38.819844,39.863542,38.867136,38.194844,39.700208,38.626979,37.318125,38.975729,39.170469,38.70849,39.795834,39.662552,41.147343,40.893177,40.233385,40.185833,40.603542,40.325312
33.851718,32.931198,33.282656,32.288229,31.490521,30.141719,31.666146,30.616666,32.842396,30.761094,31.763646,30.046719,29.246563,29.368125,30.844844,29.044688,30.541875,30.062604,30.194062,29.66599,30.340364,29.171354,29.6925,30.917604,29.270833,31.431354,30.439011,31.34776,28.204323,31.135833
33.098542,25.335625,26.406145,27.346666,25.216771,25.889375,26.219375,25.103958,26.575313,25.575521,25.347865,26.630105,26.185156,26.104115,28.154584,26.190156,26.893385,25.08927,27.080573,25.614375,26.967552,26.805208,26.272396,25.324219,26.24,26.386094,24.988437,25.94,26.182188,25.275729
44.681719,42.234895,40.140833,41.81724,41.713437,40.038646,40.353542,40.245,39.637031,38.058542,38.558125,38.994948,39.413333,38.563334,41.61901,40.485937,40.155677,39.2225,40.447917,39.02776,38.74875,39.468645,38.542552,39.427864,39.035052,38.977084,40.09099,39.288021,40.36802,40.671979
45.861198,38.477344,38.110417,37.950938,38.660677,38.556823,38.473073,38.341302,38.346874,38.828594,40.5575,38.689792,39.509375,39.716198,39.091822,38.557552,37.973229,38.698021,38.39974,39.65677,38.269011,38.564166,39.657344,38.519584,41.916198,39.2475,39.36073,38.367396,39.740521,38.337812
29.428437,27.257604,27.468906,27.564687,27.480833,26.807031,27.068333,27.140416,27.520312,28.813959,29.61526,27.105989,27.134114,27.992604,26.673906,28.690313,26.793281,27.578593,27.321666,27.584635,26.350416,27.40474,26.961511,26.931875,27.39724,26.36875,27.733177,26.880156,28.620312,28.22875
33.967083,28.314687,27.558594,27.512605,27.619687,27.503958,27.73026,28.148854,27.945313,27.726303,27.663229,27.44125,26.988437,28.441719,28.536875,28.653437,30.448281,26.751094,29.835625,27.41323,28.773125,27.490364,28.529271,26.904531,28.078697,28.764896,28.04474,26.774219,27.625885,28.197083
52.351354,44.422969,47.515989,44.832813,45.594688,44.75224,46.030625,45.764635,44.947396,43.751563,44.572187,44.060521,44.819792,47.075521,43.891146,44.356511,45.86875,45.992344,43.914479,44.358646,44.667812,44.330625,45.402605,44.039896,44.9725,45.583542,47.199635,45.175729,44.934218,44.572083
46.320468,40.744636,39.440729,40.101354,40.507344,39.308125,40.569167,39.424219,38.993281,39.94026,39.496146,40.380157,39.202917,42.025364,39.310052,40.908489,40.131979,39.359375,40.341771,40.300104,43.064688,40.78099,39.486614,41.116667,39.87901,40.659843,39.432917,40.389844,40.597969,39.630677
42.559687,37.58,38.319271,38.724531,37.5025,40.425209,39.75125,38.492135,37.019688,37.607187,38.626875,38.492865,38.497083,38.627761,39.157136,38.395625,37.985,38.45901,39.232969,39.590469,36.816354,39.412709,38.062187,37.492084,40.290625,39.268489,38.25599,38.697031,37.984635,37.865625
42.656094,40.307865,40.716459,41.442604,43.71052,42.018229,42.33,41.616666,40.220052,42.807136,41.019219,42.36849,41.354792,40.883021,41.058177,41.849479,41.242604,40.721198,40.266615,42.822031,39.664115,44.666458,41.533073,41.302396,41.745469,41.012865,39.859635,41.705156,41.362291,40.478125
36.558229,35.835208,34.571823,34.668489,35.529896,34.758906,35.576666,34.39625,37.770052,36.707864,35.741562,34.188229,36.915156,35.051094,36.459271,35.164635,35.306406,36.635573,35.785937,34.366459,34.494375,34.90224,35.498125,34.372343,35.208594,35.154635,33.771145,38.982552,37.405833,35.837917
46.832865,43.798697,44.262969,44.088958,43.944479,43.374271,42.398802,42.806093,42.715937,43.551093,42.94,43.817708,43.481875,46.304688,42.866822,44.119479,43.394219,43.305417,43.89526,43.147552,44.124375,43.245521,42.456927,42.711927,43.52776,41.985365,43.576041,43.819323,42.233229,47.093229
51.703907,49.100781,49.264323,48.589427,48.466979,48.350261,48.366927,47.689427,47.782656,48.901406,48.172708,47.723698,48.004271,50.629583,48.618438,48.947083,48.006042,49.167553,50.263438,48.330208,47.509635,47.819375,48.216823,47.340677,48.471615,49.674531,47.544531,50.812656,47.985364,47.811823
37.718073,37.405625,36.454635,36.064895,35.794688,37.343646,35.13125,35.922813,35.760052,35.789896,36.22026,34.984635,36.52776,34.736562,38.794636,36.382031,36.749219,34.645,37.500729,36.647812,36.403125,37.408333,35.773385,35.495625,35.278125,36.279011,36.775105,34.84401,35.934166,36.168333
42.878229,41.365,44.344583,40.122396,41.77776,40.818542,40.427708,41.40052,40.80901,41.747708,41.793125,41.28776,39.979948,40.123386,41.494531,41.016719,40.964948,41.115313,40.662292,44.499479,39.528542,41.468333,42.214323,40.650052,42.701198,39.278802,40.241979,42.512031,42.23474,41.289271
40.387604,39.092708,40.602604,39.911511,38.339531,41.656718,39.767187,40.362344,38.149688,39.231615,40.617969,39.911614,39.522083,39.091406,38.74901,40.428802,39.211771,39.883072,39.008854,38.543802,38.026771,41.250104,37.885208,43.45776,40.568229,41.265677,39.814739,40.293958,41.581094,38.661667
35.428386,32.988593,33.940209,32.769271,32.644687,33.290677,32.90427,32.383333,33.251198,33.565625,33.20802,33.922604,34.098073,34.484063,32.854687,34.158437,33.092813,33.581927,32.848958,32.862865,33.672917,33.351406,33.305312,33.107969,33.156094,32.774948,33.22849,33.155573,32.889427,33.264532
