,SM-J600GF_0,KFMUWI_0,Pixel_3a_0,OnePlus_A3003_0,Redmi_Note5_Pro_0,Redmi_Note5_Pro_4_0,MotoG3_0,GM1901_0,GM1901_0,Lenovo_K8_Note_0,SM-M307F_0,OnePlus_A5010_0,OnePlus_A5010_0,SM-A505F_0,SM-A505F_0,ASUS_X00TD_0,OnePlus_A6000_0,CPH1969_0,SM-G950F_0,HD1905_0,SM-M307F_0,OnePlus_A6003_0,GM1901_0,GM1901_0,Redmi_K20_Pro_0,SM-M307F_0,SM-M307F_0,Redmi_Note3_0,Redmi_Note3_0,Redmi_Note3_0,Lenovo_A7020a48_0,SM-G950U1_0,SM-G935F_0,SM-G930F_0,Pixel_3_0,Pixel_4_0,Pixel_4_XL_0,SM-G965F_0,Pixel_3_XL_0,SM-N975F_0,SM-F700F_0,Pixel_2_XL_0,SM-G986B_0,SM-A405FN_0,SM-G981B_0,SM-G988U_0,CPH1923_0,SM-G930K_0,Redmi_Note_6_Pro_0,Redmi_Y2_0,SM-A405FN_0,Nexus_5_0,SM-A505U1_0,SM-A705MN_0,SM-G973U1_0,SM-T835_0,SM-G975U1_0,SM-N975F_0,SM-N970F_0,SM-G970U1_0,Redmi_Note5_Pro_0,Redmi_Note5_Pro_0,Redmi_Note5_Pro_0,SM-T830_0,SM-A520W_0,SM-G965U1_0,SM-G969U1_0,SM-N950U1_0,MotoG_5S_Plus_0,SM-T835_0,SM-T820_0,SM-G955_0,SM-N915A_0,HD1901_0,SM-G950U1_0,SM-F900F_0,SM-G935F_0,SM-N910S_0,SM-T715_0,SM-G960U1_0,Pixel_4_0,SM-G610F_0,Pixel_C_0,CPH1923_0,OnePlus_A5010_0,SM-J810G_0,HD1901_0,Redmi_Note8_Pro_0,SM-A505F_0,Redmi_Note8_Pro_0,Redmi_3S_0,RMX_1921_0,OnePlus_A5000_0,OnePlus_A6000_0,Mi_A2_0,OnePlus_A6010_0,Nokia_6.1_Plus_0,Pixel_4_0,SM-M305F_0,SM-N975F_0,I3123_0,H8314_0,GM1917_0,LGUS991_0,moto_g7_power_0,FLOPS
0,99.04280766666666,105.02675640000001,24.423594466666664,27.132451399999994,39.22822923333333,38.39315280000001,110.8,9.576897533333334,8.745253533333335,43.42651283333333,27.593903733333327,24.882328100000002,24.05508513333334,33.327143633333336,36.80572816666667,35.1751233,17.390685766666667,28.485092233333337,32.23810643333333,8.943829699999998,32.061734533333336,17.406355799999996,8.769510433333334,8.727284633333335,10.203505133333334,29.201437100000003,36.2026666,35.536921866666674,34.22608153333333,34.14736976666667,59.200912766666676,26.045925433333334,36.8863577,41.741716700000005,17.861053966666667,8.597924433333336,9.227153699999999,30.754220533333335,18.026308966666665,12.785693566666664,8.2996789,26.544072133333334,8.1689681,33.34675253333333,7.706826866666665,7.678031333333331,88.92990506666665,59.445426166666685,35.52373599999999,67.59512326666668,33.41701793333334,95.05485249999998,26.36533323333333,28.43378983333333,12.224808999999997,27.020449666666668,11.693918366666669,12.916301299999997,11.548076933333334,10.824064266666666,32.51683333333333,34.5171615,39.117802133333335,24.946350700000004,70.3314705,20.030512299999998,17.470081533333335,24.13455903333333,68.59584883333333,26.47093226666667,38.370704700000005,36.8392589,69.77383153333334,10.870687666666669,25.252734300000004,8.757558933333335,40.62140386666666,65.94292636666664,56.770572266666676,19.176340200000006,9.589742333333334,83.38228980000001,41.048027733333335,101.07572316666666,24.3514133,79.7075156,10.746022799999999,17.16108206666667,36.1928987,15.5742179,91.74847573333332,23.124581633333335,24.2343229,17.277286566666668,31.165508699999997,17.575187366666665,35.381758633333334,9.770391566666666,34.28681273333334,13.215332033333334,70.70185256666667,17.424421899999995,12.92851916666667,52.83165273333332,35.39896866666667,65.32186
1,73.85832953333333,74.86547443333332,16.557185533333335,15.302371566666668,24.63099473333334,26.76923083333333,78.0,7.410296766666666,7.298333433333332,29.299764200000006,18.5667936,17.460161533333334,17.516305499999994,24.506298666666662,26.36731536666667,24.362760433333328,12.20666666666667,19.708289700000005,18.703283399999997,6.921423633333335,23.415560300000003,12.145675433333333,7.2985799666666695,7.223347199999997,8.470815966666667,20.467266733333336,24.13263463333334,24.742407966666672,23.45417,25.0951665,46.690956299999996,18.44405366666667,18.047669166666665,19.2570575,12.435567166666669,7.015144766666668,7.183441633333334,12.348310266666667,12.488042933333329,9.589846199999998,6.8974252666666676,18.376026133333333,6.643470566666666,23.754464000000006,6.586947499999998,6.368972199999999,53.627000033333346,26.75499656666667,23.95269616666667,51.10532986666666,24.58894746666667,47.453177000000004,18.753647433333335,17.13107463333333,7.337965199999999,19.068739466666667,7.489111133333334,7.7073499666666665,7.3469462,7.3173889333333335,23.201960033333332,24.350592033333335,26.728475633333332,17.279159866666667,49.10222946666667,12.2565763,12.612947966666667,16.999088533333335,51.36421,18.390732633333336,18.954812466666667,19.369634466666664,35.2345278,7.728598899999999,19.706668333333333,7.302553899999999,21.79973976666666,36.97837216666666,35.751637566666666,12.527349033333333,7.117839133333331,63.895176799999994,24.3606717,55.279807766666664,17.834743133333337,59.51630906666667,7.7389323333333335,11.064089566666668,25.89540253333333,10.617123,66.9918195,15.356850633333334,17.54705033333333,12.338882066666669,23.606399300000003,12.466307333333335,24.55776913333334,7.419347933333333,23.77613086666667,9.188138366666667,49.27175353333334,12.2983838,7.027104166666665,35.51049480000001,24.1168426,43.01853
2,119.68396156666667,120.7291436,28.92328773333333,31.912949566666665,51.11290113333334,45.698796933333334,133.73333333333332,10.396692733333335,10.0252811,51.7169306,31.2222986,28.08034543333333,28.8111735,39.1821115,44.45663076666667,40.05084203333333,20.351177,33.72284870000001,37.5221358,9.691597300000005,38.44138336666667,20.38120143333333,10.0329879,10.076189199999998,11.95020133333333,34.86120893333332,40.9986655,42.306366333333344,50.403157900000004,40.2084879,80.68754363333336,30.86023783333333,42.00438713333334,48.32119236666667,20.468561033333334,9.871490499999997,10.047236966666667,35.71192666666668,20.531215633333332,15.044616600000001,9.628605766666663,30.149912699999994,8.864625466666668,39.790175633333334,9.133597400000003,8.795345500000002,77.04340516666664,61.62573510000001,39.77263023333333,83.34254683333333,39.79012823333334,111.43658663333335,31.108841066666667,19.6674097,12.16366506666667,31.653694466666668,12.03921866666667,13.551183299999998,13.513085900000002,14.106651166666667,39.164928833333335,49.31972913333334,45.48213539999999,29.259045099999994,72.8805641,20.451819433333334,20.983658,28.28788016666667,84.39650506666665,31.020703100000002,40.82771156666666,42.93279613333333,92.01955893333333,10.739691,65.05987503333334,10.467367966666668,49.4645037,85.95695273333335,68.0972556,20.62981243333333,10.068063466666668,104.40127050000001,42.362282966666655,101.82616680000001,28.237182133333338,101.41273260000001,9.870687366666665,18.240384600000002,42.74085906666666,18.027487166666667,147.64636273333335,26.953791599999995,28.42065283333333,20.330177199999998,33.9529949,20.251684033333333,40.40043226666666,10.306896966666667,39.20082303333332,12.797250066666669,70.55549479999999,20.261157866666665,12.036614466666666,57.45685586666666,40.4687071,69.060324
3,106.1899512,106.88245646666668,25.164052900000005,28.62598783333333,39.670560699999996,39.399565933333335,117.06666666666666,9.131824566666669,8.889309033333335,47.1218666,27.477056433333335,24.534680500000004,24.710015566666673,34.00307693333334,40.343854033333336,35.31508493333334,17.84204163333333,29.34387693333333,33.09760373333334,8.714164933333333,31.331192299999998,17.72623086666666,9.098243133333334,9.0285227,10.299187533333335,30.337817900000005,35.52851523333333,39.503005300000005,38.818256866666665,41.60222553333333,66.7876487,27.067154566666673,37.15694743333333,39.94594099999999,17.986314266666664,8.772414,8.917625899999999,32.78036923333333,18.088227399999997,12.881607666666666,8.472324733333332,26.671960933333335,7.780729466666666,34.90576013333334,7.831634566666666,7.813687366666668,77.71850009999999,51.68896036666665,35.38849993333334,74.47045313333334,34.85381406666668,99.57180733333331,27.519924366666668,18.05830903333333,10.79650703333333,27.434887133333334,10.731713566666667,12.133314133333336,12.225507599999997,12.375404533333336,34.80661813333333,39.25383853333334,39.32650336666667,26.01053123333333,63.76554733333332,17.638423633333336,18.1235625,24.82201373333334,75.44791373333332,28.3771649,48.84163373333333,37.00862566666667,62.60062316666666,9.613730866666662,63.027225633333316,9.226493066666665,44.42557816666668,79.03027363333335,61.212230433333325,18.35746866666667,9.011063433333334,90.59221403333332,37.58374656666667,84.66745373333332,24.481277933333335,84.299382,8.880883766666667,16.3641692,37.19501536666666,16.365758966666665,125.84183679999998,23.592760366666667,24.931482666666664,18.018788299999997,30.22723086666667,17.691696233333335,35.91773613333334,9.110296,34.57093463333334,11.5875756,60.91570483333332,17.88990623333333,10.741572966666668,43.78774656666666,35.93629686666666,60.131708
4,87.3011884,87.48704619999998,19.791731099999996,17.050628533333335,31.79853476666667,30.46242370000001,92.93333333333334,8.829489566666666,8.76223786666667,35.49511029999999,21.397398833333337,19.8369375,19.51518406666667,26.99009113333333,31.785403866666673,28.442039866666665,14.433571200000005,22.946694866666665,21.117653933333333,8.4585798,22.420237133333334,14.57725856666667,8.743914866666666,8.712138866666665,10.271204733333331,23.678115399999992,27.247451233333333,27.874819433333332,29.172784766666663,37.97026556666666,52.83289483333333,21.224678933333326,21.207571700000003,23.17506916666667,14.681812199999998,8.654752599999998,8.614436599999998,15.539051366666664,14.744671533333333,9.963792266666667,8.314685766666667,20.6135801,8.595033333333332,27.30361676666666,9.044825533333334,7.888706666666667,60.51979223333333,30.331621566666666,27.518913166666668,59.333633766666665,27.12563963333334,54.432524233333325,21.306373066666666,12.964960133333333,8.663361033333334,22.211142333333335,9.975770899999999,9.909350000000005,9.845206333333335,9.895286433333334,26.934552066666654,30.753413166666668,30.700215133333334,20.283984333333333,50.52234483333334,14.390848866666667,14.668050299999999,20.415164933333326,60.05948163333334,22.77160053333333,31.79839576666667,23.4736755,47.45791830000001,9.097322833333333,56.9220294,8.745779466666667,24.9227577,51.35170413333333,43.63373473333334,14.705050433333334,8.843848066666668,74.79643326666668,26.895441099999992,62.5647,19.784909833333334,68.62688013333333,8.616819333333334,12.944212866666666,29.843243566666658,12.626500000000002,105.59922383333334,17.912609399999997,19.684255133333334,14.1259704,23.106838566666667,14.236555766666667,27.391543399999996,8.882414066666668,27.705623,9.51946016666667,46.87134549999998,14.295067666666666,8.562253499999997,32.83192883333333,27.672139866666665,44.04274
5,70.19416536666667,71.58236149999999,16.246348833333332,14.7826719,26.644501699999996,26.146899366666666,71.33333333333333,6.862930633333333,6.901684133333331,31.071833333333334,18.23681273333333,16.40417006666667,16.3889739,24.04506143333333,28.01210903333333,23.450303766666668,11.7839791,19.510592399999997,17.183712833333335,6.603777633333334,19.16481913333333,12.26680736666667,6.9174323000000015,6.820007000000001,6.962414900000001,20.086680633333337,23.45426013333333,24.783185733333337,28.3270519,35.7320382,44.27523076666667,18.136982633333332,18.04564363333333,18.313648633333333,11.940588133333332,6.685392866666666,6.707417333333334,11.345738366666664,11.940449000000001,6.9942308,6.4365589666666665,18.047260366666666,6.1951768666666664,23.212170566666664,7.531193566666667,5.992989566666667,45.812412699999996,25.804621933333333,23.678716899999998,48.8974113,23.166487266666667,43.47647213333334,18.3368127,10.013956600000002,6.746979166666667,17.720892233333338,7.709265633333333,7.0035025,7.097274400000001,6.767095366666668,23.089119600000004,26.347956599999996,26.497385533333336,17.280552066666665,42.4295987,12.130493033333336,12.140005233333337,16.733444499999997,49.71139023333335,18.765602433333335,25.841798633333337,18.606258966666662,27.91500526666667,7.230810666666666,44.059706733333336,6.618489599999999,20.307234599999997,42.460059799999996,34.61539023333333,12.075989600000002,6.808655,60.973330866666664,23.778408,56.15401789999999,16.759279366666668,55.79404526666667,6.800718733333334,10.697781999999998,24.758533399999994,10.157892433333334,80.91711286666667,14.964130133333335,16.659935700000002,11.64764566666667,21.31694616666667,12.057621433333331,23.498423566666666,6.9301100333333325,23.119634700000002,6.885438433333334,40.458369766666664,11.721199633333333,6.721057300000001,28.09792366666667,23.628976266666665,40.969166
6,109.62335763333331,110.23180503333333,25.808816733333334,29.7071494,40.1554339,39.32635406666666,113.46666666666667,9.2634635,9.025024333333333,43.147292366666676,28.215322966666665,24.80833513333334,25.51151030000001,35.881376866666656,71.835791,36.393178733333336,17.98246356666667,30.0890538,33.59099596666667,8.750743266666666,28.58147936666666,18.387260466666664,9.149591899999999,9.016720466666666,9.159086666666667,30.861548733333333,36.24818459999999,39.425796766666664,51.16435253333334,53.3378298,68.06113846666666,27.201419999999995,52.86262053333334,39.82983063333334,18.810875100000008,9.754051366666667,9.538494000000002,33.47915376666667,18.649390633333333,12.176038499999999,8.423588399999998,27.461636266666662,7.999891166666668,35.73487430000001,9.599932066666668,7.775394033333331,65.9694,52.672254266666656,36.403085100000006,75.63036093333334,41.20703073333333,96.7375192,28.188960300000005,16.73063706666667,10.959774233333333,27.302224033333328,12.767631933333336,12.172826900000002,12.158316599999997,10.9020868,35.41403123333334,40.0009461,40.435064166666656,26.375048666666665,65.54740503333332,18.34060416666667,18.555163133333334,25.45371356666666,76.60184093333332,27.342604066666674,50.78277419999999,37.19197820000001,87.76441150000004,9.374869799999997,82.85953476666664,8.9022483,45.32705896666667,75.55357916666667,62.67216253333332,18.992340266666666,9.135528500000001,92.31622163333334,36.37304686666666,87.56814870000001,25.107458266666665,85.6668159,8.678395966666667,23.85809233333333,38.57974863333333,18.1730871,116.75181596666667,24.4302708,26.92065973333334,17.792237833333335,33.28123266666667,18.433675266666672,36.33721173333333,9.137193633333336,35.513673100000005,11.9170705,62.329139033333355,17.92797746666667,10.898779433333333,43.46418059999999,36.880014066666675,66.025696
7,109.13627556666667,108.83998463333334,25.238268,28.464510499999996,38.85673770000001,39.91723603333334,110.66666666666667,9.223253333333332,9.173263799999997,46.70416410000001,27.66105496666666,24.692072800000005,24.555878533333335,34.89463326666667,80.77355376666667,34.7592378,18.223986133333334,29.463520533333327,32.0912524,8.878289933333333,27.406130700000002,18.2365641,9.208515666666667,9.273456600000001,10.53478123333333,30.52798589999999,35.223462833333336,37.796472300000005,53.074713566666674,52.71951043333333,68.47313083333333,26.89082473333333,54.187035900000005,41.2719116,18.458407899999997,9.402613699999998,10.038221433333335,31.6183691,18.563503699999995,12.835751266666668,8.584999966666667,25.948311733333338,8.251055233333334,35.076964000000004,8.164257666666666,8.064267366666668,73.86213596666667,53.915602899999996,34.55579696666667,74.12772213333336,36.29352046666666,93.16280896666667,27.557347333333336,16.2914358,10.749309033333333,27.07326916666667,11.055777733333333,11.978966633333332,11.861056399999997,10.722604033333333,36.23871513333333,39.1479167,39.15381236666667,25.127208399999997,66.47395633333333,17.986763900000003,18.093663300000003,24.92909553333333,74.48648666666668,26.972642333333333,37.002598899999995,35.539049866666666,72.82399663333332,9.487458300000002,77.60557813333334,9.0081197,42.38718326666667,76.62259303333332,61.730868099999995,18.943402766666665,9.213714400000002,91.86221146666664,36.4065694,78.25950766666665,24.27269089999999,83.22553823333332,9.00368916666667,23.25896923333333,37.393780500000005,19.059602566666666,99.7917881,22.791854266666668,24.672413233333337,17.50928816666666,34.69242713333334,17.728465366666665,34.98501729999999,9.1950391,35.13069743333334,12.223819133333333,60.47144260000001,17.826099,10.821253566666668,44.18140273333335,35.722772600000006,65.429464
8,78.18520753333333,77.21110243333332,17.82617886666667,15.665340233333335,27.23874643333333,28.001208299999995,77.46666666666667,7.962310733333334,7.932392433333333,29.540141000000006,19.0927498,17.482824533333336,17.5308247,25.164807600000007,59.63525519999999,25.052182233333333,13.075883833333332,21.046384600000003,18.6384385,7.584696333333332,19.15645,13.069038166666667,7.977637133333332,7.9409809000000005,9.259402766666666,21.262834566666676,24.5411462,24.97970143333333,37.23274476666666,35.32055723333333,49.32122570000001,19.43867883333333,28.002114199999998,22.750974166666662,13.336553366666665,8.106986999999998,8.125450466666667,13.685351133333334,13.3765726,8.792169266666667,7.384364500000001,18.720263966666668,7.846160200000002,24.53981273333334,7.829973099999999,7.183347199999999,51.39393343333332,24.45722956666667,24.729421833333337,56.406513800000006,25.83473203333333,50.38672043333333,20.909308933333328,11.401281266666668,9.081928833333334,19.369861033333336,7.823012099999999,8.524052533333332,8.744528266666668,9.038295233333333,24.337276099999997,27.53059353333333,27.373692666666667,17.813664900000003,45.84801536666667,13.604418433333333,13.753368066666669,17.84738893333333,54.45176046666666,19.616913199999995,22.061335033333332,20.507739866666665,38.132656299999994,8.122171866666667,60.29941836666668,7.757286333333334,24.659120533333336,47.75170966666666,39.413699966666655,19.02259546666667,7.958542566666666,64.39801003333334,24.52375186666666,47.144892266666666,17.64920133333333,63.037583366666674,7.766217033333334,20.2974922,26.20334863333333,13.826753700000001,71.86139920000001,15.687381933333336,17.7964254,12.812508666666668,25.217522533333334,13.283229233333335,24.937522566666665,7.875523433333331,24.599851199999993,9.36857303333333,43.14305036666668,13.191376800000002,7.699432166666665,30.589968766666665,25.043485300000004,41.505226
9,78.56694343333334,78.53277953333333,18.391880233333335,15.873520833333334,28.542324566666668,29.077036333333343,78.13333333333334,8.143284733333333,8.120923533333334,29.817671766666663,19.845876933333336,17.867138766666667,17.868036433333334,54.994879366666666,58.66491396666667,29.989755366666664,13.366279500000001,21.640425699999998,19.927682033333333,7.753072866666667,19.926357633333335,13.5371354,8.0707794,8.318119599999998,9.471947933333334,21.856655166666673,25.26003343333333,26.96238543333334,39.91445310000001,35.27197923333335,48.43295373333332,20.586463566666666,29.748774333333333,23.814448700000003,13.760081133333333,8.222570300000001,8.262209,15.1772884,13.7613815,9.390916733333336,7.576758633333335,19.152389033333336,8.085869133333333,27.07521789999999,8.174478266666668,7.595178866666666,59.0044641,23.331254899999998,26.151881933333335,54.97653289999999,26.28123853333333,50.9990139,21.959738500000004,12.248628433333336,9.368328066666667,19.51924476666666,8.111624966666668,9.494651233333332,9.471792233333334,9.420019133333334,25.195269033333332,28.17944440000001,28.594244799999995,18.80462853333334,47.46732440000001,13.380767266666664,13.419083333333333,19.790165000000005,55.39681986666667,19.86580216666666,21.781275966666666,21.89832546666667,53.10390626666667,8.303557366666668,79.07702066666667,7.912249966666668,27.828108966666672,50.5352389,39.926876400000005,19.337849000000006,8.173355033333332,65.9094872,24.127275966666673,46.766717899999996,18.071930533333333,64.01143913333335,7.852654433333333,17.012653899999993,27.408223066666668,14.340984599999995,73.38944620000001,16.18893746666667,18.298697933333333,13.237875,25.252057266666668,13.5959843,25.4728887,8.175921133333334,25.154015233333332,9.323437066666667,42.82518756666666,13.612512266666664,8.075567799999998,34.42624133333334,25.85178393333333,44.162839
