224,3,1,1,3,6,48,80,13514.625166666667,958.6090285333541,
224,3,1,1,3,6,48,96,13581.656233333333,281.6631683607436,
224,3,1,1,3,6,48,120,16378.7236,251.68504478752075,
224,3,1,1,3,6,48,144,19426.779666666665,340.45721364226785,
224,3,1,1,3,6,48,160,20510.593266666667,1294.4087837435584,
224,3,1,1,3,6,48,184,23689.794366666665,679.80524909811,
224,3,1,1,3,6,48,192,23965.245233333335,212.60434475248502,
224,3,1,1,3,6,48,224,27093.2823,208.04692641841285,
224,3,1,1,3,6,48,240,29952.501066666668,305.2378897658104,
224,3,1,1,3,6,48,360,50257.15466666667,325.5585096623045,
224,3,1,1,3,6,48,480,66170.50853333333,10687.378968605322,
224,3,1,1,3,6,48,720,95344.10979999999,7303.789850197193,
224,3,1,1,3,6,48,960,126659.66923333333,14031.791810719371,
224,3,1,1,3,6,56,80,16582.847266666668,3379.826963280751,
224,3,1,1,3,6,56,96,15264.519633333333,215.22258060732085,
224,3,1,1,3,6,56,120,18644.658533333335,227.6969329705357,
224,3,1,1,3,6,56,144,22087.924166666668,326.11598598701295,
224,3,1,1,3,6,56,160,23216.580766666666,1252.8703553753926,
224,3,1,1,3,6,56,184,26790.248133333334,530.6235883925651,
224,3,1,1,3,6,56,192,27023.578866666667,223.92281838873447,
224,3,1,1,3,6,56,224,30666.2569,252.94848819355235,
224,3,1,1,3,6,56,240,36399.24043333333,7787.751377986949,
224,3,1,1,3,6,56,360,57715.9577,6599.14119530242,
224,3,1,1,3,6,56,480,71827.0768,7118.820676484238,
224,3,1,1,3,6,56,720,105263.60843333333,911.5204473803434,
224,3,1,1,3,6,56,960,138149.56123333334,1693.8342520322856,
224,3,1,1,3,6,64,80,16731.026633333335,1237.4448039414756,
224,3,1,1,3,6,64,96,16423.289066666668,200.07224528550086,
224,3,1,1,3,6,64,120,20305.8796,321.10908729509543,
224,3,1,1,3,6,64,144,24425.9349,336.00911931285833,
224,3,1,1,3,6,64,160,25513.142166666665,1297.9229759110776,
224,3,1,1,3,6,64,184,29255.461266666665,755.2833390863613,
224,3,1,1,3,6,64,192,29305.7909,316.7324998180478,
224,3,1,1,3,6,64,224,33559.134366666665,279.71076971332263,
224,3,1,1,3,6,64,240,40104.704333333335,8735.32761857144,
224,3,1,1,3,6,64,360,61563.17623333333,3858.6690147037125,
224,3,1,1,3,6,64,480,78592.68896666667,6012.745538288692,
224,3,1,1,3,6,64,720,118722.8129,10364.956670257206,
224,3,1,1,3,6,64,960,151405.7183,5641.829787697463,
224,3,1,1,3,6,72,80,18241.170666666665,914.4853705812883,
224,3,1,1,3,6,72,96,18451.753166666665,215.5502478343603,
224,3,1,1,3,6,72,120,22389.7618,273.9334879463288,
224,3,1,1,3,6,72,144,27120.740433333332,394.25462914437776,
224,3,1,1,3,6,72,160,27874.9735,1251.450470268352,
224,3,1,1,3,6,72,184,32275.156833333334,591.9034579949256,
224,3,1,1,3,6,72,192,33482.34586666667,4736.276285707754,
224,3,1,1,3,6,72,224,37530.648166666666,648.6479176548221,
224,3,1,1,3,6,72,240,42008.89653333333,6125.224649864367,
224,3,1,1,3,6,72,360,67622.75743333333,5335.777655627487,
224,3,1,1,3,6,72,480,84553.09856666667,5968.333992865542,
224,3,1,1,3,6,72,720,127116.7556,7307.173754561385,
224,3,1,1,3,6,72,960,164805.7435,7840.598469728593,
224,3,1,1,3,6,80,80,20799.100466666667,2116.0147903401153,
224,3,1,1,3,6,80,96,19826.567966666666,244.8964703973247,
224,3,1,1,3,6,80,120,24516.5492,293.4501676637614,
224,3,1,1,3,6,80,144,29178.14576666667,397.27150342283477,
224,3,1,1,3,6,80,160,29990.700933333334,1282.0934046024217,
224,3,1,1,3,6,80,184,34807.40783333333,622.9077443633195,
224,3,1,1,3,6,80,192,36179.950366666664,5018.503185771263,
224,3,1,1,3,6,80,224,41423.480233333335,5070.294146142217,
224,3,1,1,3,6,80,240,46107.995833333334,6392.8684999474335,
224,3,1,1,3,6,80,360,72209.478,1007.6798633250019,
